0.03732 -5.2 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.06 0 0 0 0
0.01383 -5.2 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.06 0 0 0 0
0.01671 -5.2 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.06 0 0 0 0
0.02163 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.04 0 0 0 0
0.01897 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.04 0 0 0 0
0.02653 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.05 0 0 0 0
0.01914 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.06 0 0 0 0
0.01569 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.07 0 0 0 0
0.02232 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.07 0 0 0 0
0.01737 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.07 0 0 0 0
0.02023 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.1 0 0 0 0
0.01283 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.12 0 0 0 0
0.01473 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.13 0 0 0 0
0.0135 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.11 0 0 0 0
0.01419 -5.1 -0.9 -132 1500.0 1500.0 1500.0 1500.0 -0.11 0 0 0 0
0.01508 -5.1 -0.9 -132 1500.0 1500.0 1500.0 1500.0 -0.09 0 0 0 0
0.01866 -5.1 -0.9 -132 1500.0 1500.0 1500.0 1500.0 -0.06 0 0 0 0
0.01855 -5.1 -0.9 -132 1500.0 1500.0 1500.0 1500.0 -0.04 0 0 0 0
0.01485 -5.1 -0.9 -132 1500.0 1500.0 1500.0 1500.0 -0.03 0 0 0 0
0.01795 -5.1 -0.9 -132 1500.0 1500.0 1500.0 1500.0 -0.03 0 0 0 0
0.0206 -5.1 -0.8 -132 1500.0 1500.0 1500.0 1500.0 -0.06 0 0 0 0
0.01139 -5.1 -0.9 -132 1500.0 1500.0 1500.0 1500.0 -0.08 0 0 0 0
0.01559 -5.2 -0.9 -131 1500.0 1500.0 1500.0 1500.0 -0.11 0 0 0 0
0.02214 -5.2 -0.9 -131 1500.0 1500.0 1500.0 1500.0 -0.12 0 0 0 0
0.02025 -5.2 -0.9 -131 1500.0 1500.0 1500.0 1500.0 -0.15 0 0 0 0
0.01791 -5.2 -0.9 -131 1500.0 1500.0 1500.0 1500.0 -0.18 0 0 0 0
0.01899 -5.0 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.2 0 0 0 0
0.01257 -4.2 -4.5 -131 1500.0 1500.0 1500.0 1500.0 -0.2 0 0 0 0
0.02071 -2.1 -16.5 -130 1500.0 1500.0 1500.0 1500.0 -0.21 0 0 0 0
0.01857 0.6 -27.1 -128 1500.0 1500.0 1500.0 1500.0 -0.21 0 0 0 0
0.0207 4.0 -30.1 -125 1500.0 1500.0 1500.0 1500.0 -0.21 0 0 0 0
0.02608 6.4 -24.9 -126 1500.0 1500.0 1500.0 1500.0 -0.2 0 0 0 0
0.02271 9.5 -16.9 -128 1500.0 1500.0 1500.0 1500.0 -0.2 0 0 0 0
0.0208 14.5 -11.1 -132 1500.0 1500.0 1500.0 1500.0 -0.19 0 0 0 0
0.02168 19.2 -5.5 -134 1500.0 1500.0 1500.0 1500.0 -0.18 0 0 0 0
0.02188 23.8 1.8 -138 1500.0 1500.0 1500.0 1500.0 -0.17 0 0 0 0
0.02161 26.4 12.1 -142 1500.0 1500.0 1500.0 1500.0 -0.14 0 0 0 0
0.02354 24.5 21.1 -144 1500.0 1500.0 1500.0 1500.0 -0.12 0 0 0 0
0.0217 21.5 30.3 -145 1500.0 1500.0 1500.0 1500.0 -0.09 0 0 0 0
0.02997 17.5 39.9 -142 1500.0 1500.0 1500.0 1500.0 -0.06 0 0 0 0
0.0162 13.3 41.6 -137 1500.0 1500.0 1500.0 1500.0 -0.03 0 0 0 0
0.01815 9.6 34.7 -132 1500.0 1500.0 1500.0 1500.0 -0.02 0 0 0 0
0.01349 6.9 19.9 -128 1500.0 1500.0 1500.0 1500.0 -0.02 0 0 0 0
0.02324 4.6 6.5 -125 1500.0 1500.0 1500.0 1500.0 -0.01 0 0 0 0
0.02249 3.5 -5.6 -124 1500.0 1500.0 1500.0 1500.0 -0.02 0 0 0 0
0.02415 3.5 -19.3 -121 1500.0 1500.0 1500.0 1500.0 -0.05 0 0 0 0
0.01973 5.0 -33.3 -116 1500.0 1500.0 1500.0 1500.0 -0.08 0 0 0 0
0.0236 10.6 -35.3 -112 1500.0 1500.0 1500.0 1500.0 -0.11 0 0 0 0
0.02643 7.9 -21.1 -117 1500.0 1500.0 1500.0 1500.0 -0.14 0 0 0 0
0.01825 5.6 -5.7 -123 1500.0 1500.0 1500.0 1500.0 -0.15 0 0 0 0
0.02437 2.2 -0.6 -127 1500.0 1500.0 1500.0 1500.0 -0.15 0 0 0 0
0.02643 -1.4 -0.8 -130 1500.0 1500.0 1500.0 1500.0 -0.14 0 0 0 0
0.02024 -4.5 -0.3 -131 1500.0 1500.0 1500.0 1500.0 -0.12 0 0 0 0
0.01452 -4.9 -0.2 -131 1500.0 1500.0 1500.0 1500.0 -0.1 0 0 0 0
0.02476 -4.9 -0.2 -132 1500.0 1500.0 1500.0 1500.0 -0.08 0 0 0 0
0.0218 -5.3 -0.7 -131 1500.0 1500.0 1500.0 1500.0 -0.08 0 0 0 0
0.01469 -5.3 -0.7 -131 1500.0 1500.0 1500.0 1500.0 -0.08 0 0 0 0
0.03189 -5.3 -0.7 -131 1500.0 1500.0 1500.0 1500.0 -0.08 0 0 0 0
0.02107 -5.3 -0.7 -131 1500.0 1500.0 1500.0 1500.0 -0.11 0 0 0 0
0.02637 -5.3 -0.7 -131 1500.0 1500.0 1500.0 1500.0 -0.14 0 0 0 0
0.01988 -5.4 -0.7 -131 1500.0 1500.0 1500.0 1500.0 -0.14 0 0 0 0
0.02584 -5.4 -0.7 -131 1500.0 1500.0 1500.0 1500.0 -0.15 0 0 0 0
0.02566 -5.4 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.15 0 0 0 0
0.01866 -5.4 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.16 0 0 0 0
0.02519 -5.4 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.16 0 0 0 0
0.02193 -5.4 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.16 0 0 0 0
0.0166 -5.4 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.15 0 0 0 0
0.0203 -5.4 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.15 0 0 0 0
0.01654 -5.4 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.16 0 0 0 0
0.02497 -5.5 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.17 0 0 0 0
0.02376 -5.5 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.17 0 0 0 0
