0.03348 -5.7 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.11 0 0 0 0
0.01385 -5.7 -0.5 -131 1500.0 1500.0 1500.0 1500.0 -0.11 0 0 0 0
0.01795 -5.8 -0.5 -131 1500.0 1500.0 1500.0 1500.0 -0.11 0 0 0 0
0.01252 -5.8 -0.5 -131 1500.0 1500.0 1500.0 1500.0 -0.1 0 0 0 0
0.01299 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.1 0 0 0 0
0.01484 -5.8 -0.5 -131 1500.0 1500.0 1500.0 1500.0 -0.1 0 0 0 0
0.01302 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.1 0 0 0 0
0.01571 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.1 0 0 0 0
0.01638 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.1 0 0 0 0
0.01686 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.08 0 0 0 0
0.01786 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.08 0 0 0 0
0.014 -5.8 -0.5 -131 1500.0 1500.0 1500.0 1500.0 -0.08 0 0 0 0
0.01278 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.06 0 0 0 0
0.0148 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.04 0 0 0 0
0.01531 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.04 0 0 0 0
0.01573 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.04 0 0 0 0
0.02134 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.04 0 0 0 0
0.0146 -5.8 -0.5 -131 1500.0 1500.0 1500.0 1500.0 -0.04 0 0 0 0
0.01809 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.07 0 0 0 0
0.01936 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.08 0 0 0 0
0.01437 -5.8 -0.6 -131 1500.0 1500.0 1500.0 1500.0 -0.09 0 0 0 0
