0.00127,0.0,0.0,0
0.0014,0.0,0.0,0
0.02786,0.8,-0.7,-70
0.00303,0.8,-0.7,-70
0.00402,0.8,-0.7,-70
0.0027,0.9,-0.7,-70
0.00337,0.9,-0.7,-70
0.00487,0.9,-0.7,-70
0.00539,0.9,-0.6,-70
0.00608,0.8,-0.6,-70
0.00379,0.9,-0.6,-70
0.00439,0.9,-0.6,-70
0.00767,0.9,-0.6,-70
0.00304,0.9,-0.6,-70
0.00418,0.9,-0.6,-70
0.00377,0.9,-0.6,-70
0.00268,0.8,-0.6,-70
0.00488,0.9,-0.6,-70
0.0044,0.9,-0.6,-70
0.00392,0.8,-0.6,-70
0.00342,0.9,-0.6,-70
0.00334,0.9,-0.6,-69
0.0042,0.8,-0.6,-69
0.00354,0.9,-0.6,-69
0.00444,0.8,-0.6,-69
0.00361,0.8,-0.6,-69
0.00416,0.8,-0.6,-70
0.01025,0.8,-0.6,-70
0.00405,0.9,-0.6,-70
0.00431,0.9,-0.6,-70
0.00356,0.9,-0.6,-70
0.00389,0.8,-0.6,-70
0.00368,0.8,-0.6,-70
0.00333,0.9,-0.6,-70
0.00293,0.9,-0.6,-70
0.00361,0.9,-0.6,-70
0.00413,0.9,-0.6,-70
0.00374,0.9,-0.6,-70
0.00382,0.9,-0.6,-70
0.00387,0.9,-0.6,-70
0.0063,0.9,-0.6,-70
0.00268,0.9,-0.6,-70
0.00351,0.9,-0.6,-70
0.00392,0.9,-0.6,-70
0.00368,0.9,-0.6,-70
0.00353,0.9,-0.6,-70
0.00498,0.8,-0.6,-70
0.00351,0.9,-0.6,-70
0.00329,0.8,-0.6,-70
0.00349,0.9,-0.6,-70
0.00398,0.8,-0.6,-70
0.00366,0.8,-0.6,-70
0.00753,0.9,-0.6,-70
0.00365,0.8,-0.6,-70
0.00367,0.9,-0.6,-70
0.00404,0.9,-0.6,-70
0.00418,0.8,-0.6,-70
0.00441,0.9,-0.6,-70
0.0039,0.8,-0.6,-70
0.00402,0.9,-0.6,-70
0.00437,0.9,-0.6,-70
0.00367,0.9,-0.6,-70
0.00365,0.8,-0.6,-70
0.0053,0.8,-0.6,-70
0.0026,0.9,-0.6,-70
0.00367,0.9,-0.6,-70
0.00393,0.9,-0.6,-70
0.00373,0.9,-0.6,-70
0.004,0.9,-0.6,-70
0.00324,0.8,-0.6,-70
0.00536,0.9,-0.6,-70
0.00379,0.9,-0.6,-70
0.00383,0.9,-0.6,-70
0.00341,0.9,-0.6,-70
0.0076,0.8,-0.6,-70
0.00495,0.9,-0.6,-69
0.0036,0.9,-0.6,-69
0.00358,0.9,-0.6,-69
0.00447,0.9,-0.6,-69
0.00499,0.9,-0.6,-69
0.00422,0.9,-0.6,-69
0.00532,0.7,-0.6,-69
0.00263,0.9,-0.6,-69
0.00262,0.9,-0.6,-69
0.00334,0.9,-0.6,-69
0.00341,0.7,-0.6,-69
0.00361,0.9,-0.6,-69
0.00292,0.9,-0.6,-69
0.0031,0.9,-0.6,-69
0.00341,0.7,-0.6,-69
0.00351,0.7,-0.6,-69
0.00363,0.9,-0.6,-69
0.00397,0.9,-0.6,-69
0.00381,0.9,-0.6,-69
0.0026,0.9,-0.6,-69
0.00418,0.9,-0.6,-69
0.00434,0.9,-0.6,-69
0.00333,0.9,-0.6,-69
0.00376,0.9,-0.6,-69
0.00544,0.9,-0.6,-69
0.00441,0.7,-0.6,-69
0.00627,0.7,-0.6,-69
0.00535,0.9,-0.6,-69
0.00509,0.9,-0.6,-69
0.00398,0.9,-0.6,-69
0.00423,0.9,-0.6,-69
0.0034,0.9,-0.6,-69
0.00321,0.9,-0.6,-69
0.00616,0.7,-0.6,-69
0.00389,0.9,-0.6,-69
0.00382,0.9,-0.6,-69
0.00305,0.9,-0.6,-69
0.00462,0.7,-0.6,-70
0.00376,0.9,-0.6,-69
0.00479,0.9,-0.6,-69
0.00366,0.9,-0.6,-69
0.00294,0.9,-0.6,-69
0.00391,0.9,-0.6,-69
0.00378,0.9,-0.6,-69
0.00497,0.9,-0.6,-69
0.00434,0.9,-0.6,-69
0.00361,0.9,-0.6,-69
0.00377,0.9,-0.6,-69
0.00518,0.9,-0.6,-69
0.00469,0.9,-0.6,-69
0.00417,0.9,-0.6,-69
0.00304,0.9,-0.6,-69
0.00437,0.9,-0.6,-69
0.00264,0.9,-0.6,-69
0.00449,0.9,-0.6,-69
0.00441,0.9,-0.6,-69
0.0054,0.9,-0.6,-69
0.00366,0.9,-0.6,-69
0.00305,0.9,-0.6,-69
0.00365,0.9,-0.6,-69
0.00245,0.9,-0.6,-69
0.00318,0.9,-0.6,-69
0.00419,0.9,-0.6,-69
0.00356,0.9,-0.6,-69
0.00448,0.9,-0.6,-69
